task,x,y,visualization,accuracy,rank,time
Order,Nominal,Numerical,PieChart,100,4,24
Order,Numerical,Numerical,PieChart,100,4,32
Order,Numerical,Numerical,PieChart,0,4,32
Order,Numerical,Numerical,PieChart,100,4,11
Order,Numerical,Numerical,PieChart,100,4,52
Order,Numerical,Numerical,PieChart,100,4,22
Order,Numerical,Numerical,PieChart,100,4,37
Order,Numerical,Numerical,PieChart,0,4,3
Order,Numerical,Numerical,PieChart,100,4,11
Order,Ordinal,Numerical,PieChart,100,4,42
Order,Ordinal,Numerical,PieChart,0,4,59
Order,Ordinal,Numerical,PieChart,0,4,44
Order,Ordinal,Numerical,PieChart,100,4,42
Order,Ordinal,Numerical,PieChart,100,4,59
Order,Ordinal,Numerical,PieChart,100,4,84
Order,Ordinal,Numerical,PieChart,100,4,21
Order,Ordinal,Numerical,PieChart,100,4,45
Order,Ordinal,Numerical,PieChart,100,4,26
Order,Ordinal,Numerical,PieChart,100,4,63
Order,Ordinal,Numerical,PieChart,100,4,84
Order,Nominal,Numerical,Scatterplot,100,4,17
Order,Nominal,Numerical,Scatterplot,100,4,38
Order,Nominal,Numerical,Scatterplot,100,4,18
Order,Nominal,Numerical,Scatterplot,100,4,11
Order,Nominal,Numerical,Scatterplot,100,4,13
Order,Nominal,Numerical,Scatterplot,100,4,16
Order,Numerical,Numerical,Scatterplot,0,4,73
Order,Numerical,Numerical,Scatterplot,100,4,58
Order,Numerical,Numerical,Scatterplot,100,4,25
Order,Numerical,Numerical,Scatterplot,100,4,24
Order,Numerical,Numerical,Scatterplot,100,4,29
Order,Numerical,Numerical,Scatterplot,100,4,39
Order,Numerical,Numerical,Scatterplot,100,4,55
Order,Numerical,Numerical,Scatterplot,0,4,18
Order,Numerical,Numerical,Scatterplot,0,4,7
Order,Numerical,Numerical,Scatterplot,100,4,33
Order,Numerical,Numerical,Scatterplot,100,4,127
Order,Numerical,Numerical,Scatterplot,100,4,41
Order,Ordinal,Numerical,Scatterplot,100,4,33
Order,Ordinal,Numerical,Scatterplot,100,4,15
Order,Ordinal,Numerical,Scatterplot,100,4,32
Order,Nominal,Numerical,Table,100,4,47
Order,Nominal,Numerical,Table,100,4,33
Order,Nominal,Numerical,Table,100,4,30
Order,Nominal,Numerical,Table,100,4,43
Order,Nominal,Numerical,Table,100,4,28
Order,Nominal,Numerical,Table,100,4,30
Order,Nominal,Numerical,Table,100,4,10
Order,Nominal,Numerical,Table,100,4,48
Order,Nominal,Numerical,Table,100,4,24
Order,Numerical,Numerical,Table,100,4,90
Order,Numerical,Numerical,Table,100,4,18
Order,Numerical,Numerical,Table,0,4,35
Order,Numerical,Numerical,Table,100,4,40
Order,Numerical,Numerical,Table,0,4,68
Order,Numerical,Numerical,Table,100,4,36
Order,Numerical,Numerical,Table,100,4,16
Order,Numerical,Numerical,Table,100,4,16
Order,Numerical,Numerical,Table,0,4,19
Order,Ordinal,Numerical,Table,100,4,15
Order,Ordinal,Numerical,Table,100,4,15
Order,Ordinal,Numerical,Table,100,4,51
Order,Ordinal,Numerical,Table,100,4,15
Order,Ordinal,Numerical,Table,100,4,46
Order,Ordinal,Numerical,Table,100,4,22
Order,Ordinal,Numerical,Table,100,4,16
Order,Ordinal,Numerical,Table,100,4,39
Order,Ordinal,Numerical,Table,100,4,30
Order,Ordinal,Numerical,Table,100,4,33
Order,Ordinal,Numerical,Table,100,4,16
Range,Nominal,Numerical,BarChart,100,4,65
Range,Nominal,Numerical,BarChart,100,4,14
Range,Nominal,Numerical,BarChart,100,4,31
Range,Nominal,Numerical,BarChart,100,4,21
Range,Nominal,Numerical,BarChart,100,4,65
Range,Nominal,Numerical,BarChart,100,4,19
Range,Numerical,Numerical,BarChart,100,4,36
Range,Numerical,Numerical,BarChart,100,4,57
Range,Numerical,Numerical,BarChart,100,4,20
Range,Numerical,Numerical,BarChart,100,4,11
Range,Numerical,Numerical,BarChart,0,4,4
Range,Numerical,Numerical,BarChart,100,4,28
Range,Numerical,Numerical,BarChart,100,4,11
Range,Ordinal,Numerical,BarChart,100,4,15
Range,Ordinal,Numerical,BarChart,0,4,8
Range,Ordinal,Numerical,BarChart,100,4,17
Range,Ordinal,Numerical,BarChart,100,4,49
Range,Ordinal,Numerical,BarChart,100,4,20
Range,Ordinal,Numerical,BarChart,100,4,42
Range,Nominal,Numerical,LineChart,100,4,13
Range,Nominal,Numerical,LineChart,100,4,10
Range,Nominal,Numerical,LineChart,100,4,8
Range,Nominal,Numerical,LineChart,100,4,8
Range,Nominal,Numerical,LineChart,100,4,29
Range,Nominal,Numerical,LineChart,100,4,59
Range,Nominal,Numerical,LineChart,100,4,26
Range,Nominal,Numerical,LineChart,100,4,43
Range,Nominal,Numerical,LineChart,100,4,11
Range,Nominal,Numerical,LineChart,0,4,21
Range,Nominal,Numerical,LineChart,100,4,46
Range,Nominal,Numerical,LineChart,100,4,47
Range,Nominal,Numerical,LineChart,100,4,28
Range,Numerical,Numerical,LineChart,0,4,22
Range,Numerical,Numerical,LineChart,0,4,22
Range,Numerical,Numerical,LineChart,100,4,16
Range,Numerical,Numerical,LineChart,100,4,23
Range,Numerical,Numerical,LineChart,0,4,15
Range,Numerical,Numerical,LineChart,100,4,31
Range,Numerical,Numerical,LineChart,100,4,9
Range,Numerical,Numerical,LineChart,100,4,9
Range,Numerical,Numerical,LineChart,100,4,18
Range,Numerical,Numerical,LineChart,100,4,8
Range,Numerical,Numerical,LineChart,100,4,16
Range,Numerical,Numerical,LineChart,100,4,22
Range,Ordinal,Numerical,LineChart,100,4,7
Range,Ordinal,Numerical,LineChart,100,4,7
Range,Ordinal,Numerical,LineChart,100,4,11
Range,Ordinal,Numerical,LineChart,100,4,11
Range,Ordinal,Numerical,LineChart,100,4,13
Range,Ordinal,Numerical,LineChart,100,4,41
Range,Ordinal,Numerical,LineChart,100,4,30
Range,Ordinal,Numerical,LineChart,0,4,14
Range,Ordinal,Numerical,LineChart,100,4,14
Range,Ordinal,Numerical,LineChart,100,4,16
Range,Ordinal,Numerical,LineChart,0,4,14
Range,Ordinal,Numerical,LineChart,100,4,45
Range,Ordinal,Numerical,LineChart,0,4,19
Range,Nominal,Numerical,PieChart,100,4,11
Range,Nominal,Numerical,PieChart,100,4,17
Range,Nominal,Numerical,PieChart,100,4,25
Range,Nominal,Numerical,PieChart,100,4,11
Range,Numerical,Numerical,PieChart,100,4,18
Range,Numerical,Numerical,PieChart,0,4,40
Range,Numerical,Numerical,PieChart,100,4,23
Range,Numerical,Numerical,PieChart,100,4,13
Range,Ordinal,Numerical,PieChart,100,4,28
Range,Ordinal,Numerical,PieChart,100,4,10
Range,Ordinal,Numerical,PieChart,100,4,23
Range,Ordinal,Numerical,PieChart,100,4,16
Range,Ordinal,Numerical,PieChart,100,4,11
Range,Ordinal,Numerical,PieChart,100,4,13
Range,Nominal,Numerical,Scatterplot,100,4,16
Range,Nominal,Numerical,Scatterplot,100,4,17
Range,Nominal,Numerical,Scatterplot,100,4,12
Range,Nominal,Numerical,Scatterplot,100,4,11
Range,Nominal,Numerical,Scatterplot,100,4,19
Range,Nominal,Numerical,Scatterplot,100,4,16
Range,Nominal,Numerical,Scatterplot,100,4,14
Range,Numerical,Numerical,Scatterplot,0,4,34
Range,Numerical,Numerical,Scatterplot,100,4,27
Range,Numerical,Numerical,Scatterplot,100,4,18
Range,Numerical,Numerical,Scatterplot,100,4,25
Range,Numerical,Numerical,Scatterplot,100,4,21
Range,Numerical,Numerical,Scatterplot,0,4,67
Range,Ordinal,Numerical,Scatterplot,100,4,12
Range,Ordinal,Numerical,Scatterplot,100,4,16
Range,Ordinal,Numerical,Scatterplot,0,4,19
Range,Ordinal,Numerical,Scatterplot,0,4,34
Range,Ordinal,Numerical,Scatterplot,100,4,15
Range,Ordinal,Numerical,Scatterplot,100,4,16
Range,Ordinal,Numerical,Scatterplot,0,4,9
Range,Ordinal,Numerical,Scatterplot,100,4,34
Range,Nominal,Numerical,Table,100,4,9
Range,Nominal,Numerical,Table,100,4,12
Range,Nominal,Numerical,Table,0,4,9
Range,Nominal,Numerical,Table,100,4,23
Range,Nominal,Numerical,Table,100,4,13
Range,Nominal,Numerical,Table,100,4,23
Range,Numerical,Numerical,Table,100,4,47
Range,Numerical,Numerical,Table,100,4,13
Range,Numerical,Numerical,Table,100,4,30
Range,Numerical,Numerical,Table,100,4,17
Range,Numerical,Numerical,Table,100,4,15
Range,Numerical,Numerical,Table,0,4,31
Range,Numerical,Numerical,Table,0,4,26
Range,Ordinal,Numerical,Table,100,4,20
Range,Ordinal,Numerical,Table,100,4,51
Range,Ordinal,Numerical,Table,100,4,9
Retrieve,Nominal,Numerical,BarChart,100,4,7
Retrieve,Nominal,Numerical,BarChart,100,4,6
Retrieve,Nominal,Numerical,BarChart,100,4,6
Retrieve,Numerical,Numerical,BarChart,100,4,25
Retrieve,Ordinal,Numerical,BarChart,100,4,16
Retrieve,Ordinal,Numerical,BarChart,100,4,6
Retrieve,Nominal,Numerical,LineChart,100,4,19
Retrieve,Nominal,Numerical,LineChart,100,4,10
Retrieve,Nominal,Numerical,LineChart,0,4,7
Retrieve,Nominal,Numerical,LineChart,100,4,22
Retrieve,Nominal,Numerical,LineChart,0,4,15
Retrieve,Nominal,Numerical,LineChart,100,4,16
Retrieve,Nominal,Numerical,LineChart,100,4,37
Retrieve,Nominal,Numerical,LineChart,100,4,13
Retrieve,Numerical,Numerical,LineChart,100,4,16
Retrieve,Numerical,Numerical,LineChart,100,4,26
Retrieve,Numerical,Numerical,LineChart,0,4,6
Retrieve,Numerical,Numerical,LineChart,100,4,13
Retrieve,Numerical,Numerical,LineChart,0,4,28
Retrieve,Numerical,Numerical,LineChart,100,4,20
Retrieve,Numerical,Numerical,LineChart,100,4,5
Retrieve,Numerical,Numerical,LineChart,100,4,10
Retrieve,Numerical,Numerical,LineChart,100,4,20
Retrieve,Numerical,Numerical,LineChart,0,4,15
Retrieve,Numerical,Numerical,LineChart,100,4,17
Retrieve,Numerical,Numerical,LineChart,100,4,9
Retrieve,Numerical,Numerical,LineChart,0,4,11
Retrieve,Ordinal,Numerical,LineChart,0,4,16
Retrieve,Ordinal,Numerical,LineChart,100,4,28
Retrieve,Ordinal,Numerical,LineChart,100,4,51
Retrieve,Ordinal,Numerical,LineChart,100,4,12
Retrieve,Ordinal,Numerical,LineChart,100,4,33
Retrieve,Ordinal,Numerical,LineChart,100,4,9
Retrieve,Nominal,Numerical,PieChart,100,4,11
Retrieve,Numerical,Numerical,PieChart,100,4,23
Retrieve,Numerical,Numerical,PieChart,100,4,9
Retrieve,Ordinal,Numerical,PieChart,100,4,19
Retrieve,Nominal,Numerical,Scatterplot,100,4,31
Retrieve,Nominal,Numerical,Scatterplot,100,4,14
Retrieve,Nominal,Numerical,Scatterplot,100,4,9
Retrieve,Nominal,Numerical,Scatterplot,100,4,10
Retrieve,Nominal,Numerical,Scatterplot,100,4,10
Retrieve,Nominal,Numerical,Scatterplot,100,4,6
Retrieve,Nominal,Numerical,Scatterplot,100,4,7
Retrieve,Nominal,Numerical,Scatterplot,100,4,27
Retrieve,Nominal,Numerical,Scatterplot,100,4,4
Retrieve,Nominal,Numerical,Scatterplot,100,4,6
Retrieve,Nominal,Numerical,Scatterplot,100,4,10
Retrieve,Nominal,Numerical,Scatterplot,100,4,6
Retrieve,Nominal,Numerical,Scatterplot,100,4,10
Retrieve,Nominal,Numerical,Scatterplot,100,4,23
Retrieve,Nominal,Numerical,Scatterplot,100,4,8
Retrieve,Nominal,Numerical,Scatterplot,100,4,14
Retrieve,Nominal,Numerical,Scatterplot,100,4,11
Retrieve,Nominal,Numerical,Scatterplot,0,4,25
Retrieve,Nominal,Numerical,Scatterplot,100,4,9
Retrieve,Nominal,Numerical,Scatterplot,100,4,8
Retrieve,Nominal,Numerical,Scatterplot,100,4,7
Retrieve,Nominal,Numerical,Scatterplot,100,4,14
Retrieve,Nominal,Numerical,Scatterplot,100,4,11
Retrieve,Numerical,Numerical,Scatterplot,100,4,86
Retrieve,Numerical,Numerical,Scatterplot,100,4,26
Retrieve,Numerical,Numerical,Scatterplot,0,4,6
Retrieve,Numerical,Numerical,Scatterplot,100,4,13
Retrieve,Numerical,Numerical,Scatterplot,0,4,8
Retrieve,Numerical,Numerical,Scatterplot,100,4,8
Retrieve,Numerical,Numerical,Scatterplot,100,4,5
Retrieve,Numerical,Numerical,Scatterplot,100,4,7
Retrieve,Numerical,Numerical,Scatterplot,100,4,26
Retrieve,Numerical,Numerical,Scatterplot,100,4,32
Retrieve,Numerical,Numerical,Scatterplot,100,4,15
Retrieve,Numerical,Numerical,Scatterplot,0,4,21
Retrieve,Numerical,Numerical,Scatterplot,100,4,23
Retrieve,Numerical,Numerical,Scatterplot,100,4,12
Retrieve,Numerical,Numerical,Scatterplot,0,4,27
Retrieve,Numerical,Numerical,Scatterplot,100,4,28
Retrieve,Numerical,Numerical,Scatterplot,100,4,10
Retrieve,Numerical,Numerical,Scatterplot,0,4,6
Retrieve,Numerical,Numerical,Scatterplot,100,4,15
Retrieve,Numerical,Numerical,Scatterplot,100,4,12
Retrieve,Ordinal,Numerical,Scatterplot,100,4,13
Retrieve,Ordinal,Numerical,Scatterplot,100,4,9
Retrieve,Ordinal,Numerical,Scatterplot,100,4,30
Retrieve,Ordinal,Numerical,Scatterplot,100,4,6
Retrieve,Ordinal,Numerical,Scatterplot,100,4,5
Retrieve,Ordinal,Numerical,Scatterplot,100,4,7
Retrieve,Ordinal,Numerical,Scatterplot,100,4,13
Retrieve,Ordinal,Numerical,Scatterplot,100,4,26
Retrieve,Ordinal,Numerical,Scatterplot,100,4,8
Retrieve,Ordinal,Numerical,Scatterplot,0,4,14
Retrieve,Ordinal,Numerical,Scatterplot,100,4,21
Retrieve,Ordinal,Numerical,Scatterplot,100,4,8
Retrieve,Ordinal,Numerical,Scatterplot,100,4,5
Retrieve,Ordinal,Numerical,Scatterplot,100,4,14
Retrieve,Ordinal,Numerical,Scatterplot,100,4,5
Retrieve,Ordinal,Numerical,Scatterplot,100,4,40
Retrieve,Ordinal,Numerical,Scatterplot,100,4,4
Retrieve,Ordinal,Numerical,Scatterplot,100,4,7
Retrieve,Ordinal,Numerical,Scatterplot,100,4,7
Retrieve,Ordinal,Numerical,Scatterplot,100,4,17
Retrieve,Ordinal,Numerical,Scatterplot,0,4,8
Retrieve,Ordinal,Numerical,Scatterplot,100,4,8
Retrieve,Ordinal,Numerical,Scatterplot,100,4,8
Retrieve,Ordinal,Numerical,Scatterplot,100,4,5
Retrieve,Ordinal,Numerical,Scatterplot,0,4,6
Retrieve,Ordinal,Numerical,Scatterplot,100,4,7
Retrieve,Ordinal,Numerical,Scatterplot,100,4,5
Retrieve,Nominal,Numerical,Table,100,4,8
Anomalies,Nominal,Numerical,BarChart,100,5,11
Anomalies,Nominal,Numerical,BarChart,100,5,30
Anomalies,Nominal,Numerical,BarChart,100,5,10
Anomalies,Numerical,Numerical,BarChart,0,5,13
Anomalies,Numerical,Numerical,BarChart,100,5,16
Anomalies,Numerical,Numerical,BarChart,100,5,10
Anomalies,Ordinal,Numerical,BarChart,100,5,8
Anomalies,Nominal,Numerical,LineChart,100,5,15
Anomalies,Nominal,Numerical,LineChart,100,5,2
Anomalies,Nominal,Numerical,LineChart,0,5,22
Anomalies,Nominal,Numerical,LineChart,100,5,3
Anomalies,Nominal,Numerical,LineChart,100,5,6
Anomalies,Nominal,Numerical,LineChart,100,5,18
Anomalies,Nominal,Numerical,LineChart,100,5,6
Anomalies,Nominal,Numerical,LineChart,100,5,2
Anomalies,Nominal,Numerical,LineChart,0,5,12
Anomalies,Numerical,Numerical,LineChart,100,5,2
Anomalies,Numerical,Numerical,LineChart,0,5,14
Anomalies,Numerical,Numerical,LineChart,0,5,24
Anomalies,Numerical,Numerical,LineChart,100,5,8
Anomalies,Ordinal,Numerical,LineChart,100,5,3
Anomalies,Ordinal,Numerical,LineChart,100,5,11
Anomalies,Ordinal,Numerical,LineChart,0,5,29
Anomalies,Ordinal,Numerical,LineChart,0,5,3
Anomalies,Nominal,Numerical,PieChart,100,5,9
Anomalies,Nominal,Numerical,PieChart,100,5,9
Anomalies,Nominal,Numerical,PieChart,0,5,9
Anomalies,Nominal,Numerical,PieChart,100,5,15
Anomalies,Nominal,Numerical,PieChart,100,5,7
Anomalies,Nominal,Numerical,PieChart,100,5,6
Anomalies,Nominal,Numerical,PieChart,100,5,8
Anomalies,Nominal,Numerical,PieChart,100,5,22
Anomalies,Nominal,Numerical,PieChart,100,5,20
Anomalies,Nominal,Numerical,PieChart,0,5,6
Anomalies,Nominal,Numerical,PieChart,100,5,32
Anomalies,Nominal,Numerical,PieChart,100,5,8
Anomalies,Nominal,Numerical,PieChart,100,5,12
Anomalies,Nominal,Numerical,PieChart,100,5,10
Anomalies,Nominal,Numerical,PieChart,100,5,7
Anomalies,Nominal,Numerical,PieChart,100,5,15
Anomalies,Numerical,Numerical,PieChart,100,5,6
Anomalies,Numerical,Numerical,PieChart,0,5,71
Anomalies,Numerical,Numerical,PieChart,100,5,6
Anomalies,Numerical,Numerical,PieChart,100,5,12
Anomalies,Numerical,Numerical,PieChart,100,5,60
Anomalies,Numerical,Numerical,PieChart,100,5,25
Anomalies,Numerical,Numerical,PieChart,0,5,19
Anomalies,Numerical,Numerical,PieChart,0,5,39
Anomalies,Numerical,Numerical,PieChart,100,5,34
Anomalies,Numerical,Numerical,PieChart,0,5,19
Anomalies,Numerical,Numerical,PieChart,100,5,20
Anomalies,Numerical,Numerical,PieChart,100,5,37
Anomalies,Numerical,Numerical,PieChart,100,5,40
Anomalies,Numerical,Numerical,PieChart,100,5,14
Anomalies,Numerical,Numerical,PieChart,100,5,42
Anomalies,Numerical,Numerical,PieChart,0,5,26
Anomalies,Numerical,Numerical,PieChart,0,5,29
Anomalies,Ordinal,Numerical,PieChart,100,5,9
Anomalies,Ordinal,Numerical,PieChart,0,5,8
Anomalies,Ordinal,Numerical,PieChart,100,5,3
Anomalies,Ordinal,Numerical,PieChart,100,5,2
Anomalies,Ordinal,Numerical,PieChart,100,5,25
Anomalies,Ordinal,Numerical,PieChart,0,5,67
Anomalies,Ordinal,Numerical,PieChart,0,5,23
Anomalies,Ordinal,Numerical,PieChart,100,5,20
Anomalies,Ordinal,Numerical,PieChart,0,5,17
Anomalies,Ordinal,Numerical,PieChart,100,5,10
Anomalies,Ordinal,Numerical,PieChart,0,5,14
Anomalies,Ordinal,Numerical,PieChart,0,5,55
Anomalies,Ordinal,Numerical,PieChart,100,5,25
Anomalies,Ordinal,Numerical,PieChart,100,5,21
Anomalies,Ordinal,Numerical,PieChart,100,5,18
Anomalies,Ordinal,Numerical,PieChart,100,5,26
Anomalies,Ordinal,Numerical,PieChart,100,5,15
Anomalies,Ordinal,Numerical,PieChart,100,5,18
Anomalies,Nominal,Numerical,Scatterplot,100,5,7
Anomalies,Nominal,Numerical,Scatterplot,100,5,7
Anomalies,Nominal,Numerical,Scatterplot,100,5,6
Anomalies,Nominal,Numerical,Scatterplot,100,5,27
Anomalies,Numerical,Numerical,Scatterplot,100,5,3
Anomalies,Numerical,Numerical,Scatterplot,0,5,17
Anomalies,Numerical,Numerical,Scatterplot,100,5,20
Anomalies,Ordinal,Numerical,Scatterplot,100,5,12
Anomalies,Ordinal,Numerical,Scatterplot,100,5,17
Anomalies,Ordinal,Numerical,Scatterplot,100,5,7
Anomalies,Ordinal,Numerical,Scatterplot,0,5,8
Anomalies,Ordinal,Numerical,Scatterplot,100,5,8
Anomalies,Nominal,Numerical,Table,0,5,11
Anomalies,Nominal,Numerical,Table,100,5,17
Anomalies,Nominal,Numerical,Table,100,5,9
Anomalies,Nominal,Numerical,Table,100,5,26
Anomalies,Numerical,Numerical,Table,100,5,15
Anomalies,Numerical,Numerical,Table,100,5,34
Anomalies,Numerical,Numerical,Table,0,5,25
Anomalies,Numerical,Numerical,Table,0,5,18
Anomalies,Numerical,Numerical,Table,0,5,19
Anomalies,Numerical,Numerical,Table,100,5,14
Anomalies,Numerical,Numerical,Table,100,5,22
Anomalies,Numerical,Numerical,Table,0,5,15
Anomalies,Numerical,Numerical,Table,100,5,8
Anomalies,Ordinal,Numerical,Table,0,5,10
Anomalies,Ordinal,Numerical,Table,100,5,23
Anomalies,Ordinal,Numerical,Table,100,5,7
Anomalies,Ordinal,Numerical,Table,100,5,30
Anomalies,Ordinal,Numerical,Table,100,5,8
Anomalies,Ordinal,Numerical,Table,100,5,5
Anomalies,Ordinal,Numerical,Table,100,5,7
Anomalies,Ordinal,Numerical,Table,100,5,10
Cluster,Nominal,Numerical,LineChart,100,5,11
Cluster,Nominal,Numerical,LineChart,100,5,5
Cluster,Nominal,Numerical,LineChart,100,5,11
Cluster,Nominal,Numerical,LineChart,100,5,10
Cluster,Nominal,Numerical,LineChart,100,5,5
Cluster,Nominal,Numerical,LineChart,100,5,10
Cluster,Nominal,Numerical,LineChart,100,5,14
Cluster,Nominal,Numerical,LineChart,100,5,43
Cluster,Nominal,Numerical,LineChart,100,5,8
Cluster,Nominal,Numerical,LineChart,100,5,11
Cluster,Nominal,Numerical,LineChart,100,5,15
Cluster,Nominal,Numerical,LineChart,100,5,20
Cluster,Nominal,Numerical,LineChart,100,5,19
Cluster,Nominal,Numerical,LineChart,100,5,9
Cluster,Nominal,Numerical,LineChart,100,5,9
Cluster,Nominal,Numerical,LineChart,100,5,24
Cluster,Nominal,Numerical,LineChart,100,5,11
Cluster,Nominal,Numerical,LineChart,100,5,6
Cluster,Nominal,Numerical,LineChart,100,5,15
Cluster,Nominal,Numerical,LineChart,100,5,6
Cluster,Nominal,Numerical,LineChart,100,5,8
Cluster,Nominal,Numerical,LineChart,100,5,4
Cluster,Nominal,Numerical,LineChart,100,5,21
Cluster,Numerical,Numerical,LineChart,0,5,24
Cluster,Numerical,Numerical,LineChart,0,5,50
Cluster,Numerical,Numerical,LineChart,0,5,18
Cluster,Numerical,Numerical,LineChart,0,5,77
Cluster,Numerical,Numerical,LineChart,0,5,29
Cluster,Numerical,Numerical,LineChart,100,5,45
Cluster,Numerical,Numerical,LineChart,0,5,37
Cluster,Numerical,Numerical,LineChart,100,5,13
Cluster,Numerical,Numerical,LineChart,0,5,32
Cluster,Numerical,Numerical,LineChart,0,5,34
Cluster,Numerical,Numerical,LineChart,0,5,32
Cluster,Numerical,Numerical,LineChart,0,5,12
Cluster,Numerical,Numerical,LineChart,0,5,28
Cluster,Numerical,Numerical,LineChart,0,5,57
Cluster,Numerical,Numerical,LineChart,0,5,68
Cluster,Ordinal,Numerical,LineChart,100,5,8
Cluster,Ordinal,Numerical,LineChart,0,5,12
Cluster,Ordinal,Numerical,LineChart,100,5,10
Cluster,Ordinal,Numerical,LineChart,0,5,6
Cluster,Ordinal,Numerical,LineChart,0,5,10
Cluster,Ordinal,Numerical,LineChart,100,5,6
Cluster,Ordinal,Numerical,LineChart,100,5,10
Cluster,Ordinal,Numerical,LineChart,0,5,21
Cluster,Ordinal,Numerical,LineChart,0,5,21
Cluster,Ordinal,Numerical,LineChart,0,5,13
Cluster,Ordinal,Numerical,LineChart,100,5,8
Cluster,Ordinal,Numerical,LineChart,0,5,9
Cluster,Ordinal,Numerical,LineChart,100,5,23
Cluster,Ordinal,Numerical,LineChart,100,5,13
Cluster,Ordinal,Numerical,LineChart,0,5,5
Cluster,Ordinal,Numerical,LineChart,100,5,59
Cluster,Ordinal,Numerical,LineChart,100,5,9
Cluster,Ordinal,Numerical,LineChart,100,5,7
Cluster,Nominal,Numerical,PieChart,100,5,5
Cluster,Nominal,Numerical,PieChart,100,5,7
Cluster,Numerical,Numerical,PieChart,100,5,18
Cluster,Numerical,Numerical,PieChart,100,5,9
Cluster,Numerical,Numerical,PieChart,100,5,13
Cluster,Ordinal,Numerical,PieChart,100,5,5
Cluster,Ordinal,Numerical,PieChart,100,5,7
Cluster,Nominal,Numerical,Scatterplot,100,5,14
Cluster,Nominal,Numerical,Scatterplot,100,5,16
Cluster,Nominal,Numerical,Scatterplot,100,5,7
Cluster,Nominal,Numerical,Scatterplot,100,5,7
Cluster,Nominal,Numerical,Scatterplot,100,5,8
Cluster,Nominal,Numerical,Scatterplot,100,5,6
Cluster,Nominal,Numerical,Scatterplot,100,5,10
Cluster,Nominal,Numerical,Scatterplot,100,5,20
Cluster,Nominal,Numerical,Scatterplot,100,5,10
Cluster,Numerical,Numerical,Scatterplot,100,5,14
Cluster,Numerical,Numerical,Scatterplot,0,5,32
Cluster,Numerical,Numerical,Scatterplot,100,5,9
Cluster,Numerical,Numerical,Scatterplot,0,5,49
Cluster,Numerical,Numerical,Scatterplot,100,5,15
Cluster,Numerical,Numerical,Scatterplot,0,5,21
Cluster,Numerical,Numerical,Scatterplot,0,5,17
Cluster,Numerical,Numerical,Scatterplot,0,5,26
Cluster,Numerical,Numerical,Scatterplot,100,5,81
Cluster,Numerical,Numerical,Scatterplot,100,5,34
Cluster,Numerical,Numerical,Scatterplot,100,5,10
Cluster,Numerical,Numerical,Scatterplot,0,5,29
Cluster,Numerical,Numerical,Scatterplot,0,5,46
Cluster,Numerical,Numerical,Scatterplot,100,5,17
Cluster,Numerical,Numerical,Scatterplot,100,5,12
Cluster,Ordinal,Numerical,Scatterplot,100,5,10
Cluster,Ordinal,Numerical,Scatterplot,100,5,8
Cluster,Ordinal,Numerical,Scatterplot,100,5,4
Cluster,Ordinal,Numerical,Scatterplot,100,5,10
Cluster,Ordinal,Numerical,Scatterplot,100,5,15
Cluster,Ordinal,Numerical,Scatterplot,0,5,22
Cluster,Ordinal,Numerical,Scatterplot,100,5,10
Cluster,Ordinal,Numerical,Scatterplot,100,5,150
Cluster,Ordinal,Numerical,Scatterplot,100,5,5
Cluster,Ordinal,Numerical,Scatterplot,100,5,6
Cluster,Ordinal,Numerical,Scatterplot,100,5,11
Cluster,Ordinal,Numerical,Scatterplot,100,5,7
Cluster,Ordinal,Numerical,Scatterplot,100,5,4
Cluster,Nominal,Numerical,Table,100,5,12
Cluster,Nominal,Numerical,Table,100,5,16
Cluster,Numerical,Numerical,Table,100,5,32
Cluster,Numerical,Numerical,Table,100,5,24
Cluster,Numerical,Numerical,Table,100,5,37
Cluster,Ordinal,Numerical,Table,100,5,12
Cluster,Ordinal,Numerical,Table,100,5,15
Cluster,Ordinal,Numerical,Table,100,5,10
Correlation,Numerical,Numerical,LineChart,100,5,7
Correlation,Ordinal,Numerical,LineChart,100,5,6
Correlation,Numerical,Numerical,PieChart,0,5,53
Correlation,Numerical,Numerical,PieChart,100,5,46
Correlation,Numerical,Numerical,PieChart,100,5,5
Correlation,Numerical,Numerical,PieChart,100,5,4
Correlation,Numerical,Numerical,PieChart,0,5,71
Correlation,Numerical,Numerical,PieChart,100,5,14
Correlation,Numerical,Numerical,PieChart,100,5,18
Correlation,Numerical,Numerical,PieChart,100,5,65
Correlation,Numerical,Numerical,PieChart,100,5,3
Correlation,Numerical,Numerical,PieChart,0,5,12
Correlation,Numerical,Numerical,PieChart,100,5,28
Correlation,Numerical,Numerical,PieChart,100,5,131
Correlation,Numerical,Numerical,PieChart,100,5,35
Correlation,Numerical,Numerical,PieChart,100,5,2
Correlation,Numerical,Numerical,PieChart,100,5,5
Correlation,Numerical,Numerical,PieChart,100,5,40
Correlation,Numerical,Numerical,PieChart,0,5,11
Correlation,Numerical,Numerical,PieChart,0,5,14
Correlation,Numerical,Numerical,PieChart,100,5,27
Correlation,Numerical,Numerical,PieChart,0,5,2
Correlation,Numerical,Numerical,PieChart,100,5,5
Correlation,Numerical,Numerical,PieChart,0,5,10
Correlation,Numerical,Numerical,PieChart,0,5,19
Correlation,Ordinal,Numerical,PieChart,100,5,55
Correlation,Ordinal,Numerical,PieChart,0,5,4
